content,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fixed the sliding door in the bedroom - collided with the wall trim. Not to mention they used a cheap piece of aluminum to hold the door slide - squeaked like a tortured mouse driving down the road. Used 2 yardsticks to fabricate a slide, and now all is well.
But the killer is replacing taillights on our 2014 Tuscany that had melted (yes, Virginia, melted) in the Arizona sun. Carid - 2007 Tahoe taillights. Much cheaper than Thor, and takes 10 minutes each to swap.",Door Locks and Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This is what I performed in the last 2 months. Replaced shocks in bedroom, steam cleaned and de greased radiator, replaced water pump and all radiator hoses, coolant and thermostat. Replaced trans fluid and filters. Adjusted windshield wipers
and front generator bay drawer. Replaced entry door handle which broke off. Replaced carpet moulding in entry. Replaced worn and broken trailer electrical plugs and 2 to 3 wire converter on toad. Replaced front wheel bearings
and seals, replaced and tighrtened all leaking air fittings and replaced rear air line to air bags. Adjust and repair street side front slide topper awning and lube slides. Refilled coach batteries with distilled water. Last summer puirchased 4 new firestone tires, replaced starter, toilet and chassis batteries. Replaced air conditioner covers. Servicved generator, replaced trombetta HD Soleniod, clean and repair corroded batery cables. Replaced braided extention valves with permanent metal ones. Change oil and fuel filters. Replaced 2 tire air and temp sensors. To do list before our summer trip: buff clouded head lights, replace black and grey dump valves, and detail motorhome.",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Some other improvements I have added were new flat TV in front of coach and cut back TV cabinet so I no longer bonk my head entering the coach. My satellite worked great on direct TV but did not give me high def so switched to Dish and that did not work with the wally receiver. So now I just use the antenna over the air. Added a new blueray player and upgraded the radio to a double din panasonic
radio which also is bluetooth. Added GPS and tire pressure sensors. Re sealed the whole roof but still have a small leak somewhere. Replaced all slide topper awnings and re rivited the roof to the side of the coach almost completely around the coach. Repainted front and rear cap and top portion along sides where clearcoat was peeling. We replaced the jacknife sofa with one that folds out so a six footer can now sleep there. Replaced dining room chairs and added a progressive industries surge protector.",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1. Replaced upper/lower radiator hoses and the by-pass hose (454 TBI) Hoses pulled were date stamped early 1994
2. New T-stat (195F) w/Prestone 70/30 mix
3. New Ignition coil
4. New A/C condenser fan motor
5. New ignition control module
6. Purchased a spare ignition starter switch
7. Installed new fuel filter
for the Onan Micro 4K (512hrs)",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RV in Shop, list of repairs being done
RV Repairs .... 1994 Winnebago Brave - 23’
Control Box .... Could be a switch? Will show levels if you hit switch enough?
Leveling Jacks only partial operation .... Had to hit with hammer to raise fronts.
Replace Rusted Crome Lug Nuts
Remove Satellite Dish
Replace Clearance and Front Turn Signal Lights
..... Both lights can be ordered from Winnebago
Dewinterize
Replace kitchen and bath faucets ..... Parts in Coach
Road Test, pay particular attention to sharp left turns, at slow speeds and see if you hear a clank ..... We have had extensive front end work, hate to think we missed something but then I heard on a trip months ago, have not confirmed
Idles high but I’ve been told due to fuel injection idle can’t be turned down?
We did have the rear springs replaced and they have not been tightened, check if possible and tighten?
Almost all repairs accomplished but still couple remaining before we can pickup",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quote:
Originally Posted by BraveWrigley
RV in Shop, list of repairs being done
RV Repairs .... 1994 Winnebago Brave - 23’
Control Box .... Could be a switch? Will show levels if you hit switch enough?
Leveling Jacks only partial operation .... Had to hit with hammer to raise fronts.
Replace Rusted Crome Lug Nuts
Remove Satellite Dish
Replace Clearance and Front Turn Signal Lights
..... Both lights can be ordered from Winnebago
Dewinterize
Replace kitchen and bath faucets ..... Parts in Coach
Road Test, pay particular attention to sharp left turns, at slow speeds and see if you hear a clank ..... We have had extensive front end work, hate to think we missed something but then I heard on a trip months ago, have not confirmed
Idles high but I’ve been told due to fuel injection idle can’t be turned down?
We did have the rear springs replaced and they have not been tightened, check if possible and tighten?
Almost all repairs accomplished but still couple remaining before we can pickup
High idle could be a vacuum leak.",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finished in time for first trip!
1. New windshield washer pump
- finally more than a couple of drops coming out
2. (2) new steering stabilizers - fixed a low speed shimmy noticed after #3+#4.
3. (6) tires- went with Conti EcoPlus HS3
4. New front brake shoes
and drums - glazed so badly that they pulled when wet
Safe travels all!",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quote:
Originally Posted by Jimmmr
Recently got a new to me 03 Monico Diplomat 36PST DP that sat in a barn fo the last 5 years w/o moving. Had local shop do full engine & generator service, fluid change, charge dash ac, change seal in Thetford Aria II, and inspect all other essential systems. I have since dicored the roof, installed new chassis & house batteries. I installed a Progressive hardwired EMS. Wired a 30amp rv plug & box to the bottom of my house service panel. Yesterday got new set of Michelins mounted and balanced. Whew, will it ever end?
Cool! Looks like a rare find. Were there any problems with rodent damage to wiring, etc?",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quote:
Originally Posted by Jimmmr
Lucky so far... no sign of critter damage. The barn it was in was a totally enclosed metal barn with a concrete floor. That probably helped. Feel lucky. 40k on the odometer and other than setting was in pristine condition.
Recently replaced cracked water pump strainer, new vent cover
, and adapted my wipers to j hook connection",Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Replaced the tensioner for my serpentine belt, pulled out old hydro from the steering/fan and leveler jacks reservoir & replaced with spawkly new fluid, and blew out a bunch of crud from my pre turbo air intake
tunnel.",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quote:
Originally Posted by ArgoPilot
Replaced the tensioner for my serpentine belt, pulled out old hydro from the steering/fan and leveler jacks reservoir & replaced with spawkly new fluid, and blew out a bunch of crud from my pre turbo air intake
tunnel.
How many miles do you have on your rig?
How was ther serpentine belt and tensioner? Worn and needed to be replaced bad?
I'm thinking on doing this soon. I have 60,000 miles on my 2012",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Where to start. Purchased our new to us coach in mid-April. Since then...
-Engine Oil and Filter Change
-Engine Fuel Filters Changed
-Transmission Fluid and Filters Changed
-Generator Oil and Filter Change
-Generator Fuel Filter
Change
-Generator Air Filter Change
-Generator Coolant Flush and Final Charge Refill
-Generator Fuel Line
Replacement
-In-Depth Interior Clean and Restore
-HID Headlight Install
-Roof Clean and Seal
-Exterior Wash and Wax
-Fire Alarm, CO Alarm, Propane Alarm Change
She looks pretty darn good for a 13 year old coach...",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pre trip to Wisconsin from Vancouver Island, we
- changed out all of the engine belts and rad hoses
- thermostat, engine flush and new coolant
- Amsoil oil change and filter
- transmission flush and filter. They had to replace the trans oil pan because some moron servicing it for the previous owner stripped the plug and sealed it with silicone
- had a new heater/cooling control installed
She’s run like a top towing the toad through the CDN Rockies and Washington State, Idaho, Montana and North Dakota.
Investment well worth the peace of mind and avoiding the possibility of an expensive break down and tow job. 1400 miles done, another 2500 to go including the trip home and some sight seeing.",Heating and Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just got our coach last week. So far:
- replaced broken closet latches
- replaced ""too big"" front TV with a 32 inch (kept banging my head)
- replaced stinky slinky with a better setup than the PO had
On the list of to-do's:
- replace all lamps and lights with LED's
- replace window awning pull straps
- add a chrome exhaust
tip
- install a sleeper sofa
- paint wiper arms and replace rubber
- seal roof
- wax and polish
- muffler (PO straight-piped it)
- install an HD antenna system
- install a 24"" TV in bedroom
- install a propane quick connect outside for Weber Q
Thats just a start. There will be many more mods to come",Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just bought low mileage 02 Monaco Knight. Our first pusher. Blew a breaker for front rooftop a/c unit and had a little trouble finding breaker box, above the bed on rear of coach. Next project is fixing the dash air. No freon in system. Found the problem. Suction hose near engine had gotten too close to exhaust and burnt a hole. Cut out about 2in section and should be able to find barbed coupling and have it going tomorrow. Need to tackle TV next. No outdoor antenna. Gotta have TV. DVD works fine. Going on little trip to Toledo Bend next weekend with family. Going to replace all interior lights to LED soon.",Heating and Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In the past 2 months, all work performed by me.
- Larger tranny pan to support better filter.
- New plugs.
- New coils.
- Bleed brakes.
- New rotors.
- New calipers.
- New TV.
- New TV mount.
- Generator brushes.
- Oil change/grease.",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Here is our list:
Generator oil change, oil filter
and fuel filter
change
Generator coolant flush and refill
Engine Oil, Oil Filter
, Fuel Filter
change
SCA and coolant freezepoint check-no filter change required
Oil bathed front bearings gear oil change
Air Dryer desiccant filter change
Parking brake valve and electrical sensor change
Chassis lube
Nothing exciting....just keeping the old girl humming along.",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"One of my AC units wasn't working. Did'nt want to bother troubleshooting it, so I just replaced it.
Replaced all the storage bay lights with LED units
Polished my aluminum rims (all 22.5"" of them ....ugh)
Replaced all front, side and rear marker lights
with LED units
re-sealed my roof - eterna bond and lap sealant
replaced all interior bulbs with LED
replaced window awning pull straps
repaired and reinstalled cord caddy
painted wiper arms and replaced blades
Lots more to do!",Heating and Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Still straightening out some problems with the new, to us, toy. Problem with front a/c, cools good but would never shut off. Easiest thing to replace is the t-stat. Compressor would still run with t-stat removed. Picked up (2) Digital non programmable t-stats and they worked perfect. I think any non programmable stat will work. Put the speed wires together on the G terminal and the brown wire on the R terminal. Did not use the red wire. And had to order Dometic solid state board. I'm sure board will manage compressor running. Ordered some under canopy LED's. Glue on back no good won't stay on. Thinking about how to get lights to stick.",Heating and Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quote:
Originally Posted by Mrjepmanus
Still straightening out some problems with the new, to us, toy. Problem with front a/c, cools good but would never shut off. Easiest thing to replace is the t-stat. Compressor would still run with t-stat removed. Picked up (2) Digital non programmable t-stats and they worked perfect. I think any non programmable stat will work. Put the speed wires together on the G terminal and the brown wire on the R terminal. Did not use the red wire. And had to order Dometic solid state board. I'm sure board will manage compressor running. Ordered some under canopy LED's. Glue on back no good won't stay on. Thinking about how to get lights to stick.
Look for 3M double sided tape
on Amazon. There are several variations so you will need to read about each one. You want one not affected by heat and freezing.",Heating and Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thanks Forkyfork, will try that. While on the roof of our beast I notice the screws holding the a/c plastic covers had weathered and broken thru. No longer holding the white cover. Fixed both covers. Hate to loose one going down the highway. Fixed some cabinet stops and one sliding door latch. Trying to figure out the nest of unmarked wires i have for the entertainment system. Surround Sound system
not working. Ordered new power supply. Between the DVD, the Sat System the OTA antenna the Front TV The Rear TV The Outdoor TV and all the devices to control what goes to each TV I've had a ruff time with the wiring. No wires were marked. Now all are marked. Next job is to find where the Washer/Dryer wiring goes and what it controls. No W/D in coach but breaker must be on for a/c to work. Having fun!!!",Heating and Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The latest:
- Just installed a BBQ quick connect fitting for my Weber Q.
- Nu Finish polish of the front and rear caps (sides are next)
- Installed a Sofa Bed
- Going to pick up my shipment of Maxair Fanmates and an Oxygenics Fury shower head
- cleaned and painted by battery bay","Adhesives, Sealants, and Cleaners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Newly rebuilt C9... Thank you extended warranty! $23k+ phew...
-New Chasis batteries, soon to replace 4x 6v deep cycle house
-Restrung 3 window shades
-Remove/repair/reinstalled wood trim on slide that was cracked
-Replaced 2 drawer catches
- Aqua hot fluid level sensor (done by a pro)
- Rewired 50am cord reel... best to unplug before leaving the garage! haha
On the short list for service/repair
-Bedroom slid topper needs replaced ASAP
-Driver's chair wobble needs fixed ASAP
-Update bedroom TV
-Finish cabinet holding new front TV
All things considered, fun first year with my first RV!",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Replaced 3 parts on the Norcold fridge so it once again operates on lp. Lubed slide seals, and changed out my aging group 24 batteries for a new set of group 27's.",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last week I removed and replaced our 14 year old awning material. $148 on Ebay and not too bad of a job. Looks great.
Today I replaced the pressure relief valve on the water heater. It started leaking a little earlier this year. I also troubleshot a non-working water heater on the electrical side. Ended up being a bad heating element. A trip to Lowes and $10 later and everything is good now.",Heating and Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1. New spark plugs
, wires, cap and rotor.
2. Changed Air Filter.
3. Changed Fuel Filter
.
4. Oil change and filter. (Mobil 1 10W 30 extended performance and
Mobil 1extended performance filter.
5.Greased all fittings.
To do:
A. Transmission service.
B. Rear end service.
C. Replace belts and hoses.
D. Change coolant.
1994 Damon Intruder
34’, Ford F53 chassis, 460 EFI engine
Mileage: 48800",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just installed two flat screen TV's
Installed Maxxair Fanmate covers
Installed a sofa bed (THAT was an adventure)
Waiting for a part from Villa so I can repair the foot rest on the copilot seat
Replaced the crappy shower head
with a Oxygenics Fury = WOW!!
Replaced the pump on the windshield washer reservoir
Only about thirty more things to do....lol",Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1994 Damon Intruder
F53 Chassis
460 Engine
Dana 80 Rear
Mileage 49363
1. Transmission service new filter and Mobil 1 Synthetic ATF.
2. Rear End service. Mobil 1 75W-140.
3. Belts replaced
4. Hoses replaced.
Upper, Lower & Bypass
5. Coolant replaced.
Oil and Filter changed approximately 500 miles ago.
Mobil 1 Extended Performance 10W-30
Mobil 1 Extended Performance Filter.",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Our 1985 Fleetwood is a constant project so I've replaced the toilet, the water heater, the generator, the converter (now the wiring is all up to code. Yay!), the furnace and the refrigerator with all new components. Next is a new awning and a paint job for our restored baby.",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forest River Berkshire
Freightliner chassis
- new in-dash radio
- new rear-view camera
- new shocks
- 3 new roof vent covers",Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Since I took my MH out of storage in the spring I have:
Changed the engine oil and filter
Drained and replaced the engine coolant
Cleaned and re-oiled my K&N air filter
Removed and checked a couple of my spark plugs-still look good
Removed the old brake fluid from the master cylinder
Refilled with new DOT3 brake fluid.
Removed all the wheels and bled all the brakes
(with an air powered vacuum bleeder--- easy)
Replaced the Bilstein shocks
with Konis
(big improvement)
Installed 6 new Michelin XRV tires.
Changed the tires on my Toad
Bled the brakes on the Toad.
Tightened up the bolts on the Toad's baseplate.
Cleaned an re-oiled my Blue Ox tow bar.
Then over 3 days we drove 1300+ KM (807 MI) to Lancaster in eastern Ontario.
Spent 17 wonderful days at Lancaster Family Resort Campground.
While we were there had the condenser fan replaced on our basement air conditioner.
Did a couple of days flying a Cessna 172
.
Lost the starting motor in the Toad, had that replaced.
Then spent 3 days driving back home to Labrador.
Only to discover upon returning that while being towed the front differential mounting bracket broke, causing the front drive shaft to break a large hole in the side of the transmission base pan. Losing all the fluid.
Now that we are home I now have more work to do.
Busy summer.",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finally had a chance to get a full PM inspection.
Lube, Oil, and filters replaced. The rest of the chassis inspected. Mostly good news.
Identified that the drag link should be replaced. A slight amount of give when checked, indicating a bit of wear from some contamination in the ball joint. The boot was near completely gone.
Some small micro-cracking in the PTO feeder tube, and a leaking PTO shaft seal.
Mechanic was extremely complimentary about the coach, saying that it was in extremely good condition given it's age, and not to worry about the drag link or PTO feeder tube until we get back to Texas, from New England.
On the other hand, being a noobie, I was able to get a very good education about the underside of my coach. The shop told me that I could be under the coach with the mechanic the whole time that it was on the lift. I was able to identify many things about the coach that I was wondering about, and will now be able to do most of the maintenance myself.",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roof maintenance Tape and Dicor.
Installed new head lights
Installed new central vacuum
Installed new 3000 watt inverter
Repaired steps (new motor) and amber light
Replaced clearance lights with LED
Installed new Back-up camera and monitor
Repaired rear ladder\new hardware
Cleaned bathroom ceiling stains
Replaced beverage filter
Repaired Auto brake system, RGS, Light Switch, and 70amp relay.
replaced T-molding interior
Had 6 new tires installed
Oil change engine and generator
Flushed cooling system\replaced overflow tank
(cracked)
Sanitized fresh water tank
Deep cleaned gray and black water tanks
Modified plumbing: drain and by-pass.
Interior LED bulbs etc. etc. etc.
WIP: Solar panel and controller
I'm excited because I get to go camping in it , for the third time, this weekend instead of working on it. I've only owned it for 7 weeks, but it sure is nice knowing all that is done.
Bob G.",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finished replacing the exhaust gaskets on my Chevy 454 big block
Replaced all the incandescent bulbs in the coach with new LEDs
--------------
Paul and Kim
1985 Fleetwood Southwind
2013 Hyundai Accent
Kalispell, Montana",Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"repaired dash a/c, new drier, new tx valve, new high pressure lines, lots of cuts and scrapes",Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Replaced the old wire baskets in the pantry to solid wood.
Before:
After:
Still slides out to the right, for when the slides are in.",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Remounted the Step Out sensors on the frame of the steps. I used 3M Automotive mounting tape. I got tired of looking at the Red Light on the dash.
Replaced Alladin Tank Sensors on the Grey and Black Tanks. Maybe I'll be able to believe the readings, for a while anyway.",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Installed a directional MIMO antenna to the crank up TV antenna mount. With out the new antenna I get -106 db on my Netgear 781s. With the MIMO antenna connected and aimed at the nearest tower I get -91 db.
This afternoon I am replacing the male plug on the 50 amp power cord. At my home I am plugged into 30 amp using a dog bone. Yesterday I noticed the cable was pulling out of the original plug and the plug was very warm, the coach was only pulling 5 amps. I am glad I have a habit of feeling the plug whenever I walk by it.",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"My List is Long
Last 2 weeks:
Serviced my Allison MD3060- Fresh Oil and Filters
Engine: Fresh Oil- New Filter
All 3 Fuel Filters
New Cooant Filter
New Air Cleaner
New Fan Motor Forward Furnace
Cleaned A/C Filters
Changed Furnace Filter
Washed out CAC and Radiator
Lubed Chassis
Fresh Diff Oil
I'm worn out !",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The water pump on my 2000 Monaco Windsor
stopped working.
There is no wiring diagrams from Monaco (REV)
The system works this way; the coach has three switches that send a signal to a module, the module sends battery voltage to the pump.
Here is ""my"" problem and the problem of many others Windsor's owners that probably have the same setup.
Monaco, back when, decided to install a ""Radio Controller"" made by Intellitec to provide battery voltage to the pump. This module is rated for a 3 amp draw.
Why it lasted that long is beyond me, maybe because I didn't use the water pump that much in all these years.
So I bought a Water pump controller that is actually cheaper than the Radio controller and it is rated a 10 amp.
The problem is that the controller does NOT send battery voltage to the pump, it sends ground. So the fix is to install a relay that will switch voltage.
Intellitec will provide the ""WRONG"" diagram. The repair is very simple.
You need some wires, a few connectors, and a relay. If interested send me a private message and I can send a diagram and pictures of the location.
*
Also, I am replacing the rear TV. I will make a door to keep the space as a storage on the closet and I installing a 22 Samsung LCD
on the ceiling.
I am using a Morryde TV support; I made a piece of wood to attach to the ceiling to distribute the load and then I will attach the mount with the TV to that wood.
*
I am replacing also my rear ladder because mine is rotted out ( :( ) I have it custom made by All-Rite in CA",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Replaced both front oil hubs, headlight switch
, and a new muffler at 103K smiles! For fun, added LED rope light for ambient lighting under the galley counter.
New tires are next at 6 years of age....[Mod Edit]",Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Replaced my 5 year old Michelin tires bc of sidewall cracking. Installed 6 new Toyo M-154 265/75-22.5 tires.
Installed a very loud Air Horn
.
Replaced Automotion Day/Night shade mounting bolts and screws. A few of them had vibrated loose.
Waxed fiberglass roof with DEP floor polish/wax from Home Depot
. Three coats, Looks great and hopefully no more white water running off the roof.",Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Annual maintenance. Changed the oil and filter in the coach, lubed the chassis, and changed the oil and filter in the generator. Good for another year.
jt",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fabbed up a spare tire
mount and Moved spare tire
from the nasty under the tongue holder to the rear bumper
.",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The wife & I just moved up to a 2016 Fleetwood Pace Arrow LXE from a Class ""C"".
I studied hard on the up keep of a diesel engine
and air brake system. I know there is a lot of Oil, Filter, Air, Air Dryer Cartridge, Lubrication, & etc. to maintain this unit.
My questions are
1) Recommended Nationwide Diesel maintenance shop for these items?
2) Experiences with this motor home
(good/bad)?
Thanks for any advice for a rookie.........",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ordered Wacko Industries A/C noise reduction cover, installed new engine fan, something really screwed it up, new dip stick, for you cummins owners, should you ever need one it is a cummins part!",Heating and Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New pump head on the fresh water pump. Fixed the leak. New strainer.
Oil, air and fuel filter
changes on the generator, along with the oil. Onan QD8000 maintenance.
Schrader valves in 2 tires - both were leaking.
Oh, and a starter relay
(1 of 3) up under the coach. Had to go in through the bed to get to that one!
Normal, on the road stuff.
Did I mention it’s a 42’ DP?",Plumbing and Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I replaced the Ecolite air filter on the 400ISL in our coach this week. This was the first time I have done it so it took a little less than an hour, taking my time. Next time will be quicker.
My new task next week will be snaking new coax cable, network cable, HDMI cable
, backup camera RCA video cable and 12v power and ground wires from the front upper entertainment cabinet back to the rear bedroom closet through the AC duct. From the closet, most cables into the bedroom TV cabinet and the video/power through the engine compartment to the new backup camera.",Heating and Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best week ever since we bought the Class A 12 years ago! All I did was monkey with the windshield washer to find out why it stopped squirting on the passenger side, caulked on the roof a bit, oiled storage compartment latches and researched new entry locks to replace the latest one that broke (a Bauer this time). Never had it so easy!",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Replaced kitchen taps last week; old one was so crusted up from hard water it would barely squirt. I was able to adapt in a reasonably priced set from Home Depot
. This past weekend I disabled the steering lock on my Wrangler so will have the supreme pleasure of towing it without a key in the ignition, so no need to pull fuses or isolate battery. It will tow like a farm wagon now.",Plumbing and Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"So far just this year 2019 have completed 3 major projects, but I did kind of expect it. I knew that the engine would need work soon, that the heat pump would need work based on my reading about them on forums and mileage on the rig, but the body work came as a surprise at how expensive it was. Glad I was able to figure out how to do the installation myself, it was the salvage door and the painting of the salvage door that cost so much.
Serpentine belt broke due to a frozen A/C compressor idler pulley. $844.
Removed and maintained the Coleman Mach 6535 basement heat pump. $250.
Removed accident damaged then reinstalled a salvage basement compartment door. $1,100.",Heating and Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New carpets in the front slide this winter, TST tire monitor system last month, de-winterized last month, in the process of ordering new seat covers
from Flexsteel. Got a 50A to 20A adapter so I can pre-cool the fridge on 120V the night before departures. Currently working on a high end stereo for outdoors. Took the 640 watt Kenwood / Rockford Fosgate
/ JL Audio
/ Polk Audio component system out of our sports car when we sold it this past fall and setting it up in the RV. Not for volume but fidelity. Next major outing is in 2 weeks so lots of small stuff to be done. Endless but worth it.",Heating and Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
