content,product
"Quote:
Originally Posted by mike brez
The broken gasket is not on the exhaust side
Are you sure about that? It certainly looks like a turbo mounting gasket to me.(exhaust manifold to turbo).
That is always under pressure, and will blow out. Seeing the black exhaust soot is also a bit of a giveaway.
Happy Glamping.",Chassis
"Quote:
Originally Posted by Unplanned
Are you sure about that? It certainly looks like a turbo mounting gasket to me.(exhaust manifold to turbo).
That is always under pressure, and will blow out. Seeing the black exhaust soot is also a bit of a giveaway.
Happy Glamping.
I 99.9% sure
This is the exhaust side much dirtier and sooty
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.",Chassis
"Quote:
Originally Posted by mike brez
I 99.9% sure
This is the exhaust side much dirtier and sooty
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.
The gasket in your pictures is the exhaust manifold
to turbo gasket. Intake side of exhaust housing if you like, but still the exhaust side. It's the exhaust pressure that spins the compressor wheel to build boost.
Your compressor wheel is the damaged one. Something got into the intake piping and did that damage. I have seen it many, many times when I worked on trucks.
Happy Glamping.",Chassis
"Quote:
Originally Posted by Unplanned
The gasket in your pictures is the exhaust manifold
to turbo gasket. Intake side of exhaust housing if you like, but still the exhaust side. It's the exhaust pressure that spins the compressor wheel to build boost.
Your compressor wheel is the damaged one. Something got into the intake piping and did that damage. I have seen it many, many times when I worked on trucks.
Happy Glamping.
Yes you are 100% correct",Chassis
"Oh, forgot one! Swapped out old dim 5x7 headlights with LED versions. WOW, what a difference! The light is a little uneven but so much better than the factory headlights it doesn't matter. Because these LED headlight
draw less amps and operate just fine on lower voltage, there's no need to upgrade the factory wiring.
These are the one's I used:
https://www.amazon.com/gp/product/B0...?ie=UTF8&psc=1",Lights
"Today I scraped the old sealant off the front cap, the front fan and the antenna. Getting ready to reseal the whole roof[ATTACH]245662","Adhesives, Sealants, and Cleaners"
Also pulled down the shroud forthe bedroom exhaust fan to see if it was prewired for an a/c unit. It is!!!! Might need to upgrade to 50 amp now[ATTACH]245664,Heating & Cooling
"Installed a Trik-L-Start controller today. - I think I really like it, normally nothing charges the chassis battery, I had to keep a trickle charger on it. After installing the unit today, it only took a few hours to bring all the batteries up to the same charge just using my solar panels. No more extra chargers to hook up and I don't even have to think about it.",Electrical
"Quote:
Originally Posted by mike brez
Was in South Carolina noticed loss of power and some black smoke out of exhaust. Lifted up bed and removed cover found gasket between exhaust manifold
and turbo leaking. Drove it home 18 hours took it apart at home after soaking with acetone&atf mixture for couple days hoping not to snap off a stud. After taking turbo out found compressor wheel chewed up. I know you all like pics.
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.
That looks familiar. I had a broken exhaust manifold
. Turbo was chewed up some but the seals were leaking also.",Chassis
Replaced the electric raise and lower over the air antennae with a fixed model.,Electrical
changed out all my fluorescent lights to LED's. I had one of the fluorescent's on for about 30 minutes before I took it down and dang it was warm. they should cut down on heat as well as electrict,Lights
Installed my new Xantrex 2000 watt inverter and 2 new US Battery 232 Ah batteries to go along with the two already onboard house batteries. Now I can boondock for 7-8 days without running the generator. Yay!,Electrical
"I used one strip of these SMD LED strip lights in place of each thin light fluorescent bulb. Two strips per fixture.
https://www.amazon.com/gp/product/B0...?ie=UTF8&psc=1
You have to remove the old ballast assembly and wire 12v directly to each strip of LED's.
I see this roll of LED's is not available, but there are several other rolls almost identical.
It helps if you purchase a package of non-solder strip light connectors.
https://www.amazon.com/gp/product/B0...?ie=UTF8&psc=1",Lights
Got to camp and water was dripping out of one of my storage bays. Looked into it after tearing my bed apart to access the water tank and found the vent hose had come detached from the gravity fill port on the outside. Got it all dried out and hooked back up. Love it when it's an easy fix!!,Plumbing and Water
"2004 MADP: My weekend project was to make it easier for DW to use the coach's dash stereo. She gets up early and likes to listen to the radio while getting ready for the day. I found and ordered a Carling L24D1 DPDT (on-none-on) rocker switch that matches the coach's original dash rocker switches and fits exactly in a blanked off unused switch location on the dash. Now she can flip the switch up and the radio is fed 12v battery
power, flip it back down and the radio is fed switched ignition power like normal. Makes it easy to use the stereo while parked without turning on the key. A simple and useful project.
As long as I had the dash apart, I repurposed the old ""Nav System"" dash toggle that controlled the GPS in the old dash stereo I ripped out about a year ago. Now it switches 12v battery
power to power the new backup camera and its video display monitor that I installed so I can see what is behind the coach whether driving or parked.",Electrical
Removed shower valve and bought a real one at the Home Despot. Bought a GFO outlet to replace the one that was in the dash that burst into flames.,Plumbing and Water
"I've been looking for years and finally got a nice kitchen faucet that fit the existing holes and fittings great. Easy to change but watch out for the little rubber inserts on the flair it fittings that might pop out and get lost under the sink. Got lucky and found the one that flew out. Added a 12"" spout so it now reaches into the center of the sink. Yes it was twice as much as an RV faucet or one from the big box store but it is nice and fit perfectly with no mods.
https://www.faucetshark.com/T-S-Bras...1120-xs-ln.htm
Hope this helps folks with older MH's with two holes 8"" on center.",Plumbing and Water
"Another Carbon Monoxide detector.
Replacing the power leads to all of the dashboard gauges in the Freightliner chassis. This should fix the Low air alarm and the unpredictable readings on the instruments. It is a well known defect on millions of these chassis and includes six short bits of black wire to replace the original white ones. Although they are a known problem as diagnosed by Freightliner techs themselves I still pay $160 for those parts. O well. We are sheep for the shearing.",Interior
fridg cooling vent. Made up a removable screen panel to service the fan switch on my Norcold 1200.,Heating & Cooling
"Quote:
Originally Posted by RightUR
Hit the Rhod.........
LOL. I KNOW how you Know. We took it to CW, the service guy came from around the the counter, went to my rig, crawled under it for a minute, then came back to the counter and said: Yep it's your Kwikee steps motor. He said we can get you in here in 2 weeks, it'll be $648. So I decided to have a little fun too, I said:""Uh, yeah...pencil me in for the appointment in 2 weeks, I'll be here bright n early."" well I never showed up. LOL. I orderd the motor AND the gear/linkage units on line for 183 and installed it myself. Soooo Now I can advise people that I can install this Ghizmo and charge them only $300.
My Kwikee steps started making some noise so I took it apart, The 5/8"" snap ring that retains the main gear was broken, Lowes/Hillman parts had what I needed, I could imagine what CW would of charged me. I'm a hands on MH owner an prefer to do repairs myself, so tired of service writers trying to up-sale parts & service!",Electrical
"Just replaced the fabric on a 17 foot awning ,,,all by myself , did not go without frustration. Working of ladders and feeding canvas thru the grooves ain't easy. The bad part was when I discovered the awning was mounted backwards and had to remove it and reverse it and start all over. In two weeks I'll be 81 :>)
CLIFFORD",Exterior
"Carefree/Marquee OTD Awning. 
My OTD Awning Fabric
decided that it had had enough and ripped completely across at the end. Fortunately the tear occurred 1"" from the attachment point of the lead rail which left enough fabric still on the roller. I was able to ""channel my inner seamstress"" and trim the edges and sew it back together. Can't tell anything ever happened.
Replacement OEM was $165 plus shipping. Not if I can help it.",Exterior
Replaced an off brand shower control valve with one from Moen.,Plumbing and Water
Installed 4- 100w solar panels in roof and a orifice then fished the wire inside. Used the 3M tape to secure all nut I will use a couple of screws also. Tomorrow I install the controller and the battery cables.,Electrical
Funny you mention that. I am replacing the gasket on our rear A/C tomorrow after a little water dripped out of the ceiling duct onto the bed after a recent big rain.,Heating & Cooling
"Quote:
Originally Posted by FatChance
Funny you mention that. I am replacing the gasket on our rear A/C tomorrow after a little water dripped out of the ceiling duct onto the bed after a recent big rain.
I have to do the same thing. Any pics/info/suggestions would be appreciated",Heating & Cooling
"trying to repair holiday rambler endeavor wiring harness
.Anyone with a decent schematic of the passenger side harness for the battery cut off,stair cover,entry step etc? blown tire has ripped my wiring harness down through the floor!",Electrical
"As we prepare for our full time adventure ,my want to do projects are mounting. One was to be able to control both pump and hose supply with all the same control switches. While installing a new 5gpm water pump decided to continue with that goal. I add a control switch in wet bay so i can select source, pump-off-hose,with 2 prong connector that feeds a 12vdc solenoid valve that is connected with SS braided hose
to water line in Rv. Now I can have my pressure regulator
and hose connected and on ready for use and turn off to protect Rv when we go out for the day or at night, turn on at wet bay and fill tank then switch to pump if I desire.",Plumbing and Water
I installed a new propane detector today. The old one decided to go off all the time for no reason. I can't imagine why since the old one was 34 years old!,Interior
"Quote:
Originally Posted by PaulAchuff
I installed a new propane detector today. The old one decided to go off all the time for no reason. I can't imagine why since the old one was 34 years old!
Shelf life of five years [emoji57]",Interior
I replaced the gasket in our rear A/C yesterday after a small leak into the ductwork during a big rainstorm a couple weeks ago. Pretty straightforward. I did run a small bead of Dicor on the bottom of the gasket because now that I know how easy the job was I will replace the gasket if I need to pull the A/C again.,Heating & Cooling
"I've replaced the Step Controller board, the coach batteries, and a couple lift tubes. During our April cross country trip, the skin of one of the storage bay doors peeled back in a wind storm. I ordered a replacement skin and had Camping World paint and glue the new skin to the old door. All I had to do was remove and reinstall that door. I still have to replace the plastic storage tub just behind the right rear wheels after it was shattered during a tire blowout on that same cross country trip.",Electrical
Replaced all four shocks and the two front air bags. Used Bilstien shocks. Took about 5.5 hrs for all.,Electrical
Today was the first coat of the wet or waterless wax. What a difference!,"Adhesives, Sealants, and Cleaners"
Washed/waxed repaired body damage....,"Adhesives, Sealants, and Cleaners"
"Ran new cables from the selector box to the cameras. All cameras are good, all 3 cables were bad. Had to route the rear backup camera cable under the coach. No way to follow the original routing through the roof. What could cause these cables to go bad? All the connections look good! Maybe I should dissect them to see if wires broke at the connectors.",Electrical
"Quote:
Originally Posted by TonyDi
I changed the battery in my satellite remote control.
Be careful Tony you might pull a hammy.",Electrical
Rewired 12 volt supply for automatic generator start,Electrical
"Doing a walk around I saw one of the license plate lights was out. Didn't think too hard on it and went and bought a replacement 1.25"" round push in replacement at O'reilly. Seems it should have been easy.
Well I didn't think how most car installations are in a steel bumper attached to the frame and a motorhome it's snapped into a fiberglass cap.
Yup when I pulled it out there was a power and a ground lead to the fixture. All the car ones ground through the spring fingers that hold it into the hole so they are single wire.
I tried searching all the usual suppliers I could think of. Ended up going with a Blazer #B165 LED. Cut the leads off the original one and soldered them onto the LED and then used some shrink tubing to seal and insulate the connection. Now I'm waiting for the other to go out so they'll match. The new LED is much brighter than the old dirty one is. Even if it was clean this LED would really outshine it.",Lights
"Hot water tank in our new to us 2000 Endeavor (10 gal) had a pinhole leak. Removed and located by pressure test. Cut open, cleaned out debris and welded patch. Good argument for tank flushing!!!",Plumbing and Water
Iâ€™ve replace both of the thermostats Still no heat,Heating & Cooling
"Welcome to iRV2 Jbertram2
Replaced the push button on/off switches on the headboard sconces. Both were pretty much gone.",Electrical
"Replaced the front dometic a/c cover after it disintegrated in the heavy 25-30 mph winds with gust to 40 traveling across I80 in Iowa.
$175, but beggars canâ€™t be pick choosy, and I wanted it now!",Exterior
"Replaced ice maker water hose with heating element. Replaced propane regulator
account small leak.
Also replaced all my tires with same brand, Toyo M-154. Even though they all looked good at seven years. Replaced the two cranking batteries with Napa Industrial 12 volt. Same brand had been on for seven years and were starting to show weakness if the coach was not run in a month time.",Heating & Cooling
"Just noticed the fridge was at 45 deg and freezer at 21. No lights on the control panel.
Luckily, I had an older spare dinosaur board, swapped it in, and now it's working.
Found the 5v fuse blown on the old board. Tomorrow, I'll replace the fuse, put the board back in and see if the old board is actually good. It would be nice to know just why the fuse blew though. That board was new a year ago so maybe under warranty still.
As a backup, I could have removed all the water and beer from the outside 3.3cuft fridge and put the fridge stuff in that and the freezer stuff in the freezer in the shed. Beats using an ice chest and dry ice.",Heating & Cooling
Replaced the motor and control board in the furnace. Fires off every time and is nice and quiet!,Electrical
"Power Gear hydraulic leveling system. 19 year old motor rusted up, bad noises coming from the pump.
Motor sits on a plate with pump below in the fluid reservoir. You can see the bearing, it wouldn't turn.
Replaced the motor, bearing, seal on the pump shaft and cleaned up the plate.
On a gasser all this sits behind the front grill, everything gets wet driving in the rain.
Now it is the quietest it has ever been.",Electrical
"Quote:
Originally Posted by AudiDudi
Just noticed the fridge was at 45 deg and freezer at 21. No lights on the control panel.
Luckily, I had an older spare dinosaur board, swapped it in, and now it's working.
Found the 5v fuse blown on the old board. Tomorrow, I'll replace the fuse, put the board back in and see if the old board is actually good. It would be nice to know just why the fuse blew though. That board was new a year ago so maybe under warranty still.
As a backup, I could have removed all the water and beer from the outside 3.3cuft fridge and put the fridge stuff in that and the freezer stuff in the freezer in the shed. Beats using an ice chest and dry ice.
Maybe I'm being dense here, but what's wrong with those temperatures? Seems close to where it should be to me. Much colder in the fridge and your lettuce will wilt.",Heating & Cooling
"Quote:
Originally Posted by Hit_the_Rhod
Maybe I'm being dense here, but what's wrong with those temperatures? Seems close to where it should be to me. Much colder in the fridge and your lettuce will wilt.
This morning the freezer is at -4 and the fridge at 37. Pretty happy the 18 year old fridge still works that good in the Arizona heat. Like to keep the fridge under 40 and the freezer below 5",Heating & Cooling
"This is also an update to my Battery Disconnect thread.
So I had shut off my Batteries by pressing the battery disconnect switches. I thought I had turned them back on but a few days later I found my RV was no crank, no start, barely any battery juice, no aux at all.
So I recharged engine battery. Still no help.
There was alot of corrosion so the maintenance I did was to thoroughly clean the battery posts and the cables.
I used contact cleaner and a brush to remove the corrosion from the cable terminals and the posts. Worked very well. Then I applied CPC to all exposed metal to help slow new corrosion until I replace the battery. Also used electrical tape on the cable insulation to help protect them as they had some nicks here and there.
Cleaned & CPC'd all the hardware for the cables and reinstalled them nice and snug.
Got in the driver seat and it started. Yeah for basic maintenance!!
As I was doing this, I found a reason or potential reason for my original issue. Ill post it on another thread.",Electrical
Just installed qty 2 new Group 31 chassis batteries. Now working on air dryer that is purging too frequently. Have replaced the dryer filter and rebuilt the lower end (valves) with Haldex kit. Will start looking for / chasing leaks at this point. This rig has pretty much been my retirement project for a year or so. Keeps me broke and out of trouble. ;-),Electrical
"Ran a charge line for my toad. New to me MH did not have one. Now I have a 10 amp charge line to keep the toad happy and charged.
Leave tomorrow for North Carolina , Maggie Valley here we come.
Terry & Pat",Electrical
"EMS-LCHW50 BYPASS SWITCH INSTRUCTIONS, I am attaching the instructions for the Progressive industries bypass switch kit but you can use your own switch to do the same thing all you need is a rocker or toggle switch and a way to mount it the switch mounts on the power input side between the terminal with the blue jumper installed and the white neutral lead this allows the power relay to energize when the switch is closed. It was not a difficult installation if you read the instructions carefuly, you can message me if you have any questions.",Electrical
"The park we are at has been having some transient flakey 50A power issues for a while to the point that our hardwired Surge Guard EMS has been shutting off power for a while fairly often. Our four 6 year old house batteries have occasionally not been able to supply the inverter enough voltage and the inverter shut down with a low battery error message. Their effective life is over. So, today I bought four new GC2 batteries at Sam's Club
. Installation tomorrow and a long talk with the park manager before we write them another check...",Electrical
"bedroom HEAT pump just took a powder, and of course its supposed to be cold as you know what tonight
been troubleshooting it and the reversing valve seems to be sticking partially open/close or shifting.
makes sense since the unit has been making loud weird noises at shut down for a few months
so tomorrow i am sourcing a new unit.",Heating & Cooling
"Quote:
Originally Posted by alounsbe
Installed 4 new rear tires, converted front axles from grease to oil bath hubs, rebuilt electric steps, added a bypass switch to the Progressive EMS system, and modified the Intelitech battery isolation delay circuit so it actually charges my house battery from the altinator (it never has worked correctly on my Coach), it has been a busy month so far.
Do you have information on how you did this
Intelitech battery isolation delay circuit so it actually charges house battery
Thanks",Electrical
Ordered a battery filling kit from RVupgrades. Installed it this morning and tried it out with some distilled water. So much easier than trying to fill each cell separately.,Electrical
"Quote:
Originally Posted by CA Harts
Do you have information on how you did this
Intelitech battery isolation delay circuit so it actually charges house battery
Thanks
The original problem I was having was due to voltage drop at the ignition lead to the isolation delay relay, the blue wire on the relay needs to see 13.3 v for 12 sec before it closes the tombreta relay tying the chassis and house batteries together which allows the alternator to charge the house batteries. Due to drop on the ignition lead that is connected to the blue wire on the isolation relay the voltage never got above 12.9 v which would never allow the batteries to charge so I used the voltage at the chassis battery post in the front distribution panel and switched it on using a relay powered by the ignition lead , I drew a sketch that I am attaching the drawing does not show it but I added a 5 amp fuse in the chassis battery lead before the relay contact if you have any questions let me know.",Electrical
"When we bought this they said it needed a lot of TLC. This weekend I finished the water heater. I pulled it, pressure tested, flushed it, replaced the fittings and the pop off. Now it works! Must be the grace of God!",Heating & Cooling
"Quote:
Originally Posted by Seasoned Grace
When we bought this they said it needed a lot of TLC. This weekend I finished the water heater. I pulled it, pressure tested, flushed it, replaced the fittings and the pop off. Now it works! Must be the grace of God!
Like the old quote, ""How do you eat an elephant?"" One bite at a time! Keep at it, the end result is worth it!",Heating & Cooling
"Engine cover gas prop rods. Now it stays up un assisted.
Found where temperature sensor wires where cut and repaired.
Terry",Electrical
Just some regular old battery maintenance.,Electrical
"Quote:
Originally Posted by iamblum
Just some regular old battery maintenance.
I had mine on a trickle and they still ran low on water...",Electrical
"Well just purchased a 2002 Diplomat, 38PBDD
Went thru yesterday made a preliminary list of Honey dos...
today, swapped out Crappy Jensen back up monitor and camera with an el cheapo monitor and camera, color, 7â€ screen, and color cam with IR illuminators. Sorry no pics but much improved pic and screen size. Utilized cable already run, just cut off and spliced in the rca and Power plugs. One day I will probably install a higher quality but this one will work for now... also came with side cameras and another surface mount cam Iâ€™m trying to figure out where to put it..
Had an Omega slide topper/awning that was on the wrong side of the slide. Got that fixed, for now. Those things are all out of whack.
Changed a few light bulbs.
Installed a TST 507 TPMS system
Also, repaired sliding closet doors and adjusted a bunch of things.. still much more on my list to go...",Electrical
Just got done replacing all four sets of leveling cylinder return springs using the popsicle stick method. No more crawling around on the ground with a 2x2 prying the cylinders back up!,Chassis
"Quote:
Originally Posted by Pandion
Just got done replacing all four sets of leveling cylinder return springs using the popsicle stick method. No more crawling around on the ground with a 2x2 prying the cylinders back up!
?? Popsicle stick method?
Also, where did you get the springs at? I need to do this on mine.",Chassis
"Quote:
Originally Posted by Roadfrog
?? Popsicle stick method?
Also, where did you get the springs at? I need to do this on mine.
If HWH their website is very helpful as are their tech reps via phone. Springs are pretty reasonable $ and not hard to do if you have a safe way to get clearance under the rig.
Wooden wedges placed between coils of an extended spring and retract the cylinder is a helpful trick for removal.
Reverse for replacement... clamp one end hook in a vise and insert wedges as you bend the other end from side to side extending the spring. Install on a fully retracted cylinder and then e tend to remove wedges.
Likely some decent photos if you search the forums.",Chassis
"Repainted Clear Coat on the Roof - Big Job - Lot of work - Hope it Looks better and lasts a few years.
Pictures below;","Adhesives, Sealants, and Cleaners"
"When we had the residential fridge I would have to fire up the generator and string a cord every time we stopped. It was a real PITA. I was about to start installing an inverter and batteries when I decided to trade it off and get this newer bigger camper instead. Thinking this has an RV fridge. My problems are gone. .
I just got a 1977 pace arrow motor home
for the engine. Body is shot. I plugged the fridge in. It works perfectly. If it fit the same hole as my Cardinal I would be seriously contemplating going back old school. No LED light display. No circuit board. Just a good old fashioned fridge.
Technology is great when it works.",Electrical
"All this week:
Power gear slide wouldnâ€™t extend beyond about 8 inches. Motor? Obstacle? Lube?
It was the slide topper bracket loosening and would turn and wedge itself after about 8 inches. Put it back on with a rivet, good as new.
Power gear electric levelers had at least 6 alarms going off. Last trip the rear port leveler had to be manually retracted, and the display has never shown it to be raised. Downloaded every trouble-shoot manual power gear had, to the tune of about 75 pages. Had to manually extend every foot about 5 inches, did a hard system reset, and voila everything works. Even put in a new zero point so on auto they actually level the coach.",Electrical
"Well, my latest was having the fuel distributor module replaced in my injector pump, 300 miles from home. Due to virus shutdowns, it took 2 weeks for Cummins Great Plains to obtain a new module. $6,000 later we are back home.",Electrical
34 degrees in Minnesota yesterday. Sat in the warm sunlight and replenished the water in the coach batteries.. Took about a third of a gallon.,Electrical
"on my 21 Cornerstone, my awning led's quit working on the DS. After about 3 hours on the phone with techs, it was determined my G6 board needed to be replaced. Dealer appointments were booked out 3 months, factory booked out 5 months, so I called them and said I would do the replacement. So they sent me a new board, and my wife rested the old G6 board on her head, while I unplugged everything one at a time and put onto the new G6 panel. Man I have a great wife!",Electrical
"Latest project has been to replace all of the clearance lights on my 1993 Navigator with new LED units. The old ones were very corroded, and a number of them used a mounting screw to ground the bulb, not a very reliable idea. I had a combination of original and replacement units, different looks, and some one and put red lenses on the front side marker lights
. While I was replacing the high rear set I also refreshed the reflective strips which were so weathered that they were almost not even red and certainly did not reflect anything. I do not do a lot of night driving, but occasionally run a long day to get to warmer climes so needed the system to be up to standards.
Old or new RVs need lots of TLC, but my hobby and even dare I say it my passion is repairing/upgrading my stuff. I like old things, I have a couple of 1946 CJ2A jeeps, a 1960s vintage Case skid loader, and 1970s vintage Davis trencher, a 1946 John Deere LA tractor, so the 1993 Navigator and my 1999 Jeep Cherokee tow vehicle are not such a challenge!",Lights
"Replaced the Board on the Truma Aqua Go Comfort plus Water Heater.
Had the interior switch flashing 2x repeatedly after only 2 showers our first time using the MH. Took a couple of more weekends to learn where to read the code which was #33 overcurrent in anti-freeze kit. Well, this being a Florida MH didn't find an anti-freeze kit installed. Calling Truma found that code #33 was an indicator of a bad board. Being the 2cd owner of a 2 1/2 yr old MH and the water heater having a 1 yr warranty figured it was big bucks. BUT Truma stepped up as it may have been a bad board from the factory and sent the board at no charge, saving me over $300. They also emailed directions on how to replace the board. THANKS TRUMA !",Heating & Cooling
Getting ready to take my Newmar in to a repair shop to fix the squirrel damage to the A/C ducts in the ceiling. Turned it in to insurance. They said they will tear open the roof to replace the ducts since the factory uses one piece ducts that run end to end. Crawled through the frame rail to the wet bay and up a sewer vent chase into the attic and tore the hell out of the ducts and probably the insulation and maybe wiring. Why can't the factories seal these things up? The constant battle with mice was bad enough but this is idiotic!,Heating & Cooling
Changed coolant,Heating & Cooling
How do I repair a broken automation spring? My driver's side night shade does not roll up. No spring action at all. The day shade works fine. Help!,Chassis
"Quote:
Originally Posted by flywithcoop
How do I repair a broken automation spring? My driver's side night shade does not roll up. No spring action at all. The day shade works fine. Help!
If it's a roller shade, there's a slim chance it's repairable. Over the years at our shop, I tried to repair them many, many, times. The first challenge is being able to access the spring assembly. On both metal and wood rollers, there's usually a small brad or rivet securing the end. These will have to be removed before you try to pry the end cap off to access the spring. The other end is just a cap with a pivot and doesn't need to be removed. Beware, if the spring is still wound, there can be considerable tension on it. Wear eye protection. The vast majority of the time when the spring pressure goes it's because the spring itself has broken. If the break is near one end, you can sometimes remove the short broken piece and re-anchor the end, then re-tension, and reinstall. Did you hear anything let go when you tried to raise it? If not, it might be the dogging mechanism is jammed. Repairs to this are also rare because of this is where all the wear takes place and the hole can get elongated or worn or the dogging cam shaft worn. However the most common symptom of a failing dog, is the shade won't stay down. Usually when we got a work order to repair a roller shade or projector screen
, I'd suggest it be replaced because being able to make an effective repair is so unlikely. Now, of course, if this was my shade, I'd be taking it down to look just because I always like to see if I could fix it. But that's me.",Chassis
"The passenger side door handle quit working on my tow vehicle. I ended up having to change out the interior door panel. While I had it apart, I put some sound deadening material on the door. It made a huge difference. These trucks are made cheaply and as light as possible. The door closes with a thud now instead of a rattle. The only bad thing is now I have to do the other door. I am hesitating to take the driver's door apart as I am afraid it will fall to pieces like this one did. If it's not broke don't fix it.",Door Locks and Parts
"Quote:
Originally Posted by flywithcoop
How do I repair a broken automation spring? My driver's side night shade does not roll up. No spring action at all. The day shade works fine. Help!
Our shade broke in a similar manner. Find out the shade manufacturer, then contact them. Tiffin wanted $300+ for the entire assembly, but the shade manufacturer sent us the little plastic roller thing that had broken. They didnâ€™t even charge! It was a royal pain to get the shade down, but the fix was easy. Of course then came the royal pain of putting the entire assembly back, but it was worth the chunk of change.",Chassis
"Hit a huge bump in a construction zone that loosened the lower curved section of the driver's outside mirror. Luckily it didn't fall out and with some cleaning and good 'ole indoor/outdoor double sided Gorilla tape, all is well. It was actually a pleasure to fix something without a hassle.
Now, if only the control board would come in that matches up the new 15K air conditioner to the system...it's been over two months now.",Exterior
"Replaced the coolant temp sensor and the gauge. And let me tell you about the coolant rush through a 3/4in hole
The, ""I'll just get the sensor loose, then quickly swap them."" technique did not go quite to plan.
But the new parts work great!",Heating & Cooling
"If your shades are made by AutoMotion,they will send you the manuals for the shades
I was luckyâ€¦. The two piece plastic assembly had a glue joint fail, so I used plastic weld cement to repair
Working so far, however I am going to order a spare spring assembly",Chassis
"Took a little over 2 hours, but my brother and I changed out the old shocks and steering stabilizer to bilsteins on the old motorhome last night.",Electrical
The mirror on my RV all of a sudden is vibrating a lot on the drivers side. Can those mirrors be replaced or do I have to buy the whole unit. It is a two piece mirror with the wide angle on the bottom and the big mirror on the top. Pretty standard on most diesel pushers in the early 2000 models.,Exterior
"It is motorized with heater in it. But I will have to see how to get into it. Never really looked that close at it. But what you posted about the springs makes a lot of sense. Because it was working good and going to Las Vegas going over a bridge I hit I guess it was the bridge joint. It was a sharp hard hit, I really felt it on the steering wheel, and that is when I also noticed the mirror on the drivers side seemed like something had com lose in the back of the big mirror. Still there, but it is lose and vibrates.
Thanks for the info Jim.
I also enjoyed reading your link on your travels.",Exterior
"I had one of my heated mirrors smashed when I hit a street sign on the passenger side in Mexico when a big bus forced me over too far. Going 50 MPH.
Inside was that motorized platform, and that particular brand had the 4 springs. It was ruined though so I checked the overstocked electronics businesses I'm used to checking and found some for like 5 bucks each. Bought 3, still have 2. Truck mirror platforms they were called.
Anyway, what I wanted to say is that the heater is a stick on thin sheet of aluminized foil with a heater wire between layers of foil that you'll need to peel off the mirror...maybe. If you do need to peel it off, note that when I had the new mirrors made, (cost all of $8 for a pair in Mazatlan) I just stuck that heater back on. And it stayed in place for years after. Didn't need to do anything special except keep it clean.",Exterior
"Quote:
Originally Posted by RayChez1
The mirror on my RV all of a sudden is vibrating a lot on the drivers side. Can those mirrors be replaced or do I have to buy the whole unit. It is a two piece mirror with the wide angle on the bottom and the big mirror on the top. Pretty standard on most diesel pushers in the early 2000 models.
Before you replace the mirror look it over there are hex set screws
that allow for adjustment that can come loose on the body and arm holding it. Make sure they are tight. also the guts of those mirrors can be replaced so it may end up being a maintenance or repair issue before it becomes a replace.",Exterior
"Some ""professional driver"" in a tractor trailer blew by me on I-95 and cut in too quickly. Just caught my driver side mirror
with the back of his trailer. Knocked it all out of adjustment and scraped the chrome housing. I couldn't believe this jerk! I know that there have been accidents when truck mirrors clipped an RV mirror but the rear of a trailer? Man, that could have been a really bad accident. I-95 is truly the wild west these days.",Exterior
"Replaced 50 Amp Plug. The shore power plug was very hot to the touch - had to use leather work gloves to remove if AC was maxed out - so I cut the old one off.
Replaced with this
Looks like a knockoff of the Camco Plug I used on my Phaeton",Electrical
" Hi All, I have a 99 Holiday Rambler Vacationer that had some wiper system components damaged during Hurricane Ian last year. The parts needed are basically ""under the hood"". Does anyone know who may sell these parts?",Wiper Parts
Might want to post some pictures. I have had pretty good luck with school bus parts in particular this outfit has been a pleasure to deal with. Just not sure what exactly you need.,Wiper Parts
"Yes I do; use these links to truck and bus wiper parts to find what you need. Be advised, wiper motors come with different torque ratings, buy the same as your original motor.",Wiper Parts
Cleveland Ignition is another company that makes wiper systems for buses and RVs.,Wiper Parts
Buy blade inserts for $10/pair A lot cheaper than replacing the entire wiper arm,Wiper Parts
"I bought the entire wiper blades-28"", for $3.59 ea. from rockauto.com during a closeout sale.",Wiper Parts
"Thanks for all those replies, and I have been searching thru them. The parts I need are the connecting arm from the wiper motor to the passenger side wiper mechanism that actually attaches to the wiper arm. Then I need a new wiper arm & blade assy. I realize now I need to measure these items and figure out which ones I need.
I'll be back at it today",Wiper Parts
